class,degree,degreeDesc,classMajor,classNum,degreeMajor,degreeType,degreeMajorRead,degreeFocus
APMA 0650,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",APMA,0650,EVST,BA,Environmental Studies,"Land, Water & Food Security"
APMA 1650,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",APMA,1650,EVST,BA,Environmental Studies,"Land, Water & Food Security"
BIOL 0495,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",BIOL,0495,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ECON 1620,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",ECON,1620,EVST,BA,Environmental Studies,"Land, Water & Food Security"
BIOL 0430,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",BIOL,0430,EVST,BA,Environmental Studies,"Land, Water & Food Security"
HIST 1820A,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",HIST,1820A,EVST,BA,Environmental Studies,"Land, Water & Food Security"
HIST 1976E,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",HIST,1976E,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ENVS 1350,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",ENVS,1350,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ENVS 1555,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",ENVS,1555,EVST,BA,Environmental Studies,"Land, Water & Food Security"
POLS 1740,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",POLS,1740,EVST,BA,Environmental Studies,"Land, Water & Food Security"
GEOL 1320,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",GEOL,1320,EVST,BA,Environmental Studies,"Land, Water & Food Security"
GEOL 1330,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",GEOL,1330,EVST,BA,Environmental Studies,"Land, Water & Food Security"
SOC 1340,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",SOC,1340,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ECON 1410,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",ECON,1410,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ECON 1530,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",ECON,1530,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ANTH 1940,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",ANTH,1940,EVST,BA,Environmental Studies,"Land, Water & Food Security"
EDUC 1100,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",EDUC,1100,EVST,BA,Environmental Studies,"Land, Water & Food Security"
SOC 1100,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",SOC,1100,EVST,BA,Environmental Studies,"Land, Water & Food Security"
SOC 1117,EVST-AB-LWFS,"Environmental Studies - AB (Land, Water & Food Security)",SOC,1117,EVST,BA,Environmental Studies,"Land, Water & Food Security"
ECON 0110,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ECON,0110,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 0490,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,0490,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 0495,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,0495,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 0210,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,0210,EVST,BA,Environmental Studies,Sustainability in Development
GEOL 0240,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),GEOL,0240,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1920,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1920,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1970,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1970,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1971,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1971,EVST,BA,Environmental Studies,Sustainability in Development
GEOL 1350,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),GEOL,1350,EVST,BA,Environmental Studies,Sustainability in Development
GEOL 1430,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),GEOL,1430,EVST,BA,Environmental Studies,Sustainability in Development
PHYS 0050,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),PHYS,0050,EVST,BA,Environmental Studies,Sustainability in Development
ENGN 1930U,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENGN,1930U,EVST,BA,Environmental Studies,Sustainability in Development
PHYS 0114,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),PHYS,0114,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1410,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1410,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1415,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1415,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1530,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1530,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1575,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1575,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1615,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1615,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1755,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1755,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1925,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1925,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1400,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1400,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1580,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1580,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 0420,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,0420,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 1470,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,1470,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 0455,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,0455,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 1450,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,1450,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 1480,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,1480,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 0510,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,0510,EVST,BA,Environmental Studies,Sustainability in Development
APMA 0650,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),APMA,0650,EVST,BA,Environmental Studies,Sustainability in Development
APMA 1650,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),APMA,1650,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 0495,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,0495,EVST,BA,Environmental Studies,Sustainability in Development
ECON 1620,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ECON,1620,EVST,BA,Environmental Studies,Sustainability in Development
BIOL 0430,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),BIOL,0430,EVST,BA,Environmental Studies,Sustainability in Development
HIST 1820A,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),HIST,1820A,EVST,BA,Environmental Studies,Sustainability in Development
HIST 1976E,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),HIST,1976E,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1350,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1350,EVST,BA,Environmental Studies,Sustainability in Development
ENVS 1555,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ENVS,1555,EVST,BA,Environmental Studies,Sustainability in Development
POLS 1740,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),POLS,1740,EVST,BA,Environmental Studies,Sustainability in Development
GEOL 1320,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),GEOL,1320,EVST,BA,Environmental Studies,Sustainability in Development
GEOL 1330,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),GEOL,1330,EVST,BA,Environmental Studies,Sustainability in Development
SOC 1340,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),SOC,1340,EVST,BA,Environmental Studies,Sustainability in Development
ECON 1410,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ECON,1410,EVST,BA,Environmental Studies,Sustainability in Development
ECON 1530,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ECON,1530,EVST,BA,Environmental Studies,Sustainability in Development
ANTH 1940,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),ANTH,1940,EVST,BA,Environmental Studies,Sustainability in Development
EDUC 1100,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),EDUC,1100,EVST,BA,Environmental Studies,Sustainability in Development
SOC 1100,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),SOC,1100,EVST,BA,Environmental Studies,Sustainability in Development
SOC 1117,EVST-AB-SID,Environmental Studies - AB (Sustainability in Development),SOC,1117,EVST,BA,Environmental Studies,Sustainability in Development
MATH 0090,EVSC-SCB,Environmental Science - SCB,MATH,0090,EVSC,BCS,Environmental Science,
MATH 0100,EVSC-SCB,Environmental Science - SCB,MATH,0100,EVSC,BCS,Environmental Science,
ENVS 1350,EVSC-SCB,Environmental Science - SCB,ENVS,1350,EVSC,BCS,Environmental Science,
GEOL 1510,EVSC-SCB,Environmental Science - SCB,GEOL,1510,EVSC,BCS,Environmental Science,
GEOL 1520,EVSC-SCB,Environmental Science - SCB,GEOL,1520,EVSC,BCS,Environmental Science,
ENGN 0720,EVSC-SCB,Environmental Science - SCB,ENGN,0720,EVSC,BCS,Environmental Science,
GEOL 1370,EVSC-SCB,Environmental Science - SCB,GEOL,1370,EVSC,BCS,Environmental Science,
BIOL 0480,EVSC-SCB,Environmental Science - SCB,BIOL,0480,EVSC,BCS,Environmental Science,
BIOL 0410,EVSC-SCB,Environmental Science - SCB,BIOL,0410,EVSC,BCS,Environmental Science,
BIOL 0430,EVSC-SCB,Environmental Science - SCB,BIOL,0430,EVSC,BCS,Environmental Science,
BIOL 0940C,EVSC-SCB,Environmental Science - SCB,BIOL,0940C,EVSC,BCS,Environmental Science,
BIOL 0940D,EVSC-SCB,Environmental Science - SCB,BIOL,0940D,EVSC,BCS,Environmental Science,
BIOL 1880,EVSC-SCB,Environmental Science - SCB,BIOL,1880,EVSC,BCS,Environmental Science,
GEOL 1320,EVSC-SCB,Environmental Science - SCB,GEOL,1320,EVSC,BCS,Environmental Science,
GEOL 1330,EVSC-SCB,Environmental Science - SCB,GEOL,1330,EVSC,BCS,Environmental Science,
SOC 1340,EVSC-SCB,Environmental Science - SCB,SOC,1340,EVSC,BCS,Environmental Science,
CHEM 0330,EVSC-SCB,Environmental Science - SCB,CHEM,0330,EVSC,BCS,Environmental Science,
BIOL 1470,EVSC-SCB,Environmental Science - SCB,BIOL,1470,EVSC,BCS,Environmental Science,
BIOL 1475,EVSC-SCB,Environmental Science - SCB,BIOL,1475,EVSC,BCS,Environmental Science,
BIOL 1480,EVSC-SCB,Environmental Science - SCB,BIOL,1480,EVSC,BCS,Environmental Science,
GEOL 0240,EVSC-SCB,Environmental Science - SCB,GEOL,0240,EVSC,BCS,Environmental Science,
GEOL 1130,EVSC-SCB,Environmental Science - SCB,GEOL,1130,EVSC,BCS,Environmental Science,
GEOL 1310,EVSC-SCB,Environmental Science - SCB,GEOL,1310,EVSC,BCS,Environmental Science,
GEOL 1660,EVSC-SCB,Environmental Science - SCB,GEOL,1660,EVSC,BCS,Environmental Science,
SOC 1870K,EVSC-SCB,Environmental Science - SCB,SOC,1870K,EVSC,BCS,Environmental Science,
POLS 0400,EVSC-SCB,Environmental Science - SCB,POLS,0400,EVSC,BCS,Environmental Science,
ENVS 1755,EVSC-SCB,Environmental Science - SCB,ENVS,1755,EVSC,BCS,Environmental Science,
AMST 1700I,EVSC-SCB,Environmental Science - SCB,AMST,1700I,EVSC,BCS,Environmental Science,
ANTH 0110,EVSC-SCB,Environmental Science - SCB,ANTH,0110,EVSC,BCS,Environmental Science,
SOC 1871D,EVSC-SCB,Environmental Science - SCB,SOC,1871D,EVSC,BCS,Environmental Science,
ECON 1110,EVSC-SCB,Environmental Science - SCB,ECON,1110,EVSC,BCS,Environmental Science,
ENVS 1355,EVSC-SCB,Environmental Science - SCB,ENVS,1355,EVSC,BCS,Environmental Science,
ECON 1510,EVSC-SCB,Environmental Science - SCB,ECON,1510,EVSC,BCS,Environmental Science,
ECON 1530,EVSC-SCB,Environmental Science - SCB,ECON,1530,EVSC,BCS,Environmental Science,
ECON 1560,EVSC-SCB,Environmental Science - SCB,ECON,1560,EVSC,BCS,Environmental Science,
GEOL 1350,EVSC-SCB,Environmental Science - SCB,GEOL,1350,EVSC,BCS,Environmental Science,
MATH 0090,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0090,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0100,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0100,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0170,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0170,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0180,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0180,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0350,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0350,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0520,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0520,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0540,APMC-SCB,Applied Mathematics-Computer Science - SCB,MATH,0540,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0530,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0530,APMC,BCS,Applied Mathematics-Computer Science,
APMA 0350,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,0350,APMC,BCS,Applied Mathematics-Computer Science,
APMA 0360,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,0360,APMC,BCS,Applied Mathematics-Computer Science,
APMA 1170,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,1170,APMC,BCS,Applied Mathematics-Computer Science,
APMA 1180,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,1180,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0150,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0150,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0160,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0160,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0170,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0170,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0180,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0180,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0190,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0190,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0220,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0220,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0320,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0320,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0310,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0310,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 0330,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,0330,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 1010,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,1010,APMC,BCS,Applied Mathematics-Computer Science,
APMA 1200,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,1200,APMC,BCS,Applied Mathematics-Computer Science,
APMA 1210,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,1210,APMC,BCS,Applied Mathematics-Computer Science,
APMA 1650,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,1650,APMC,BCS,Applied Mathematics-Computer Science,
APMA 1660,APMC-SCB,Applied Mathematics-Computer Science - SCB,APMA,1660,APMC,BCS,Applied Mathematics-Computer Science,
CSCI 1450,APMC-SCB,Applied Mathematics-Computer Science - SCB,CSCI,1450,APMC,BCS,Applied Mathematics-Computer Science,
MATH 0090,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0090,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
MATH 0100,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0100,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
MATH 0170,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0170,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
MATH 0180,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0180,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
MATH 0350,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0350,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
MATH 0520,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0520,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
MATH 0540,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),MATH,0540,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0530,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0530,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 0350,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,0350,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 0360,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,0360,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 1170,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,1170,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 1180,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,1180,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0150,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0150,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0160,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0160,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0170,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0170,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0180,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0180,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0190,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0190,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0220,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0220,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0320,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0320,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0310,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0310,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 0330,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,0330,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 1010,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,1010,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 1200,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,1200,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 1210,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,1210,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 1650,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,1650,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
APMA 1660,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),APMA,1660,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
CSCI 1450,APMC-SCB-PROF,Applied Math.-Computer Sci. - SCB (Professional Track),CSCI,1450,APMC,BCS,Applied Math.-Computer Sci.,Professional Track
HIAA 0001,ARCT-AB,Architecture - AB,HIAA,0001,ARCT,BA,Architecture,
HIAA 0002,ARCT-AB,Architecture - AB,HIAA,0002,ARCT,BA,Architecture,
HIAA 0003,ARCT-AB,Architecture - AB,HIAA,0003,ARCT,BA,Architecture,
HIAA 0004,ARCT-AB,Architecture - AB,HIAA,0004,ARCT,BA,Architecture,
HIAA 0005,ARCT-AB,Architecture - AB,HIAA,0005,ARCT,BA,Architecture,
HIAA 0006,ARCT-AB,Architecture - AB,HIAA,0006,ARCT,BA,Architecture,
HIAA 0007,ARCT-AB,Architecture - AB,HIAA,0007,ARCT,BA,Architecture,
HIAA 0010,ARCT-AB,Architecture - AB,HIAA,0010,ARCT,BA,Architecture,
HIAA 0042,ARCT-AB,Architecture - AB,HIAA,0042,ARCT,BA,Architecture,
HIAA 0081,ARCT-AB,Architecture - AB,HIAA,0081,ARCT,BA,Architecture,
HIAA 0770,ARCT-AB,Architecture - AB,HIAA,0770,ARCT,BA,Architecture,
HIAA 0850,ARCT-AB,Architecture - AB,HIAA,0850,ARCT,BA,Architecture,
HIAA 0860,ARCT-AB,Architecture - AB,HIAA,0860,ARCT,BA,Architecture,
HIAA 1181,ARCT-AB,Architecture - AB,HIAA,1181,ARCT,BA,Architecture,
HIAA 0070,ARCT-AB,Architecture - AB,HIAA,0070,ARCT,BA,Architecture,
HIAA 0560,ARCT-AB,Architecture - AB,HIAA,0560,ARCT,BA,Architecture,
HIAA 1440B,ARCT-AB,Architecture - AB,HIAA,1440B,ARCT,BA,Architecture,
HIAA 1910A,ARCT-AB,Architecture - AB,HIAA,1910A,ARCT,BA,Architecture,
HIAA 1910D,ARCT-AB,Architecture - AB,HIAA,1910D,ARCT,BA,Architecture,
ENGN 0030,ARCT-AB,Architecture - AB,ENGN,0030,ARCT,BA,Architecture,
ENGN 0040,ARCT-AB,Architecture - AB,ENGN,0040,ARCT,BA,Architecture,
ENGN 0310,ARCT-AB,Architecture - AB,ENGN,0310,ARCT,BA,Architecture,
ENGN 0930A,ARCT-AB,Architecture - AB,ENGN,0930A,ARCT,BA,Architecture,
ENGN 0930C,ARCT-AB,Architecture - AB,ENGN,0930C,ARCT,BA,Architecture,
ENGN 1000,ARCT-AB,Architecture - AB,ENGN,1000,ARCT,BA,Architecture,
ENGN 1300,ARCT-AB,Architecture - AB,ENGN,1300,ARCT,BA,Architecture,
ENGN 1380,ARCT-AB,Architecture - AB,ENGN,1380,ARCT,BA,Architecture,
ENGN 1930U,ARCT-AB,Architecture - AB,ENGN,1930U,ARCT,BA,Architecture,
ARCH 1900,ARCT-AB,Architecture - AB,ARCH,1900,ARCT,BA,Architecture,
COLT 1810H,ARCT-AB,Architecture - AB,COLT,1810H,ARCT,BA,Architecture,
ECON 1420,ARCT-AB,Architecture - AB,ECON,1420,ARCT,BA,Architecture,
ENGL 1760K,ARCT-AB,Architecture - AB,ENGL,1760K,ARCT,BA,Architecture,
ENVS 0410,ARCT-AB,Architecture - AB,ENVS,0410,ARCT,BA,Architecture,
ENVS 1400,ARCT-AB,Architecture - AB,ENVS,1400,ARCT,BA,Architecture,
ENVS 0110,ARCT-AB,Architecture - AB,ENVS,0110,ARCT,BA,Architecture,
JAPN 0910B,ARCT-AB,Architecture - AB,JAPN,0910B,ARCT,BA,Architecture,
LACA 1510I,ARCT-AB,Architecture - AB,LACA,1510I,ARCT,BA,Architecture,
PLCY 1701Q,ARCT-AB,Architecture - AB,PLCY,1701Q,ARCT,BA,Architecture,
PLCY 1910,ARCT-AB,Architecture - AB,PLCY,1910,ARCT,BA,Architecture,
POLS 0220,ARCT-AB,Architecture - AB,POLS,0220,ARCT,BA,Architecture,
POLS 1730,ARCT-AB,Architecture - AB,POLS,1730,ARCT,BA,Architecture,
SOC 1340,ARCT-AB,Architecture - AB,SOC,1340,ARCT,BA,Architecture,
TAPS 0260,ARCT-AB,Architecture - AB,TAPS,0260,ARCT,BA,Architecture,
TAPS 1240,ARCT-AB,Architecture - AB,TAPS,1240,ARCT,BA,Architecture,
TAPS 1280F,ARCT-AB,Architecture - AB,TAPS,1280F,ARCT,BA,Architecture,
TAPS 1300,ARCT-AB,Architecture - AB,TAPS,1300,ARCT,BA,Architecture,
URBN 0210,ARCT-AB,Architecture - AB,URBN,0210,ARCT,BA,Architecture,
URBN 1000,ARCT-AB,Architecture - AB,URBN,1000,ARCT,BA,Architecture,
URBN 1870C,ARCT-AB,Architecture - AB,URBN,1870C,ARCT,BA,Architecture,
VISA 0100,ARCT-AB,Architecture - AB,VISA,0100,ARCT,BA,Architecture,
VISA 1210K,ARCT-AB,Architecture - AB,VISA,1210K,ARCT,BA,Architecture,
VISA 1420,ARCT-AB,Architecture - AB,VISA,1420,ARCT,BA,Architecture,
MATH 0170,ENPH-SCB,Engineering and Physics - SCB,MATH,0170,ENPH,BCS,Engineering and Physics,
MATH 0200,ENPH-SCB,Engineering and Physics - SCB,MATH,0200,ENPH,BCS,Engineering and Physics,
MATH 0190,ENPH-SCB,Engineering and Physics - SCB,MATH,0190,ENPH,BCS,Engineering and Physics,
ENGN 0030,ENPH-SCB,Engineering and Physics - SCB,ENGN,0030,ENPH,BCS,Engineering and Physics,
ENGN 0040,ENPH-SCB,Engineering and Physics - SCB,ENGN,0040,ENPH,BCS,Engineering and Physics,
PHYS 0050,ENPH-SCB,Engineering and Physics - SCB,PHYS,0050,ENPH,BCS,Engineering and Physics,
PHYS 0060,ENPH-SCB,Engineering and Physics - SCB,PHYS,0060,ENPH,BCS,Engineering and Physics,
PHYS 0070,ENPH-SCB,Engineering and Physics - SCB,PHYS,0070,ENPH,BCS,Engineering and Physics,
PHYS 0160,ENPH-SCB,Engineering and Physics - SCB,PHYS,0160,ENPH,BCS,Engineering and Physics,
MATH 0180,ENPH-SCB,Engineering and Physics - SCB,MATH,0180,ENPH,BCS,Engineering and Physics,
MATH 0350,ENPH-SCB,Engineering and Physics - SCB,MATH,0350,ENPH,BCS,Engineering and Physics,
PHYS 0720,ENPH-SCB,Engineering and Physics - SCB,PHYS,0720,ENPH,BCS,Engineering and Physics,
CSCI 0040,ENPH-SCB,Engineering and Physics - SCB,CSCI,0040,ENPH,BCS,Engineering and Physics,
CSCI 0150,ENPH-SCB,Engineering and Physics - SCB,CSCI,0150,ENPH,BCS,Engineering and Physics,
CSCI 0170,ENPH-SCB,Engineering and Physics - SCB,CSCI,0170,ENPH,BCS,Engineering and Physics,
CSCI 0190,ENPH-SCB,Engineering and Physics - SCB,CSCI,0190,ENPH,BCS,Engineering and Physics,
